,med_exp,med_model,scale,med_ratio,scale_ratio,rate,rate_L95%,rate_U95%,beta,beta_L95%,beta_U95%,s,s_L95%,s_U95%,model type,lambda,lambda_L95%,lambda_U95%,scale_ratio_log2,lifespan_ratio_log2,shape_ratio_log2,med_exp_U95%,med_exp_L95%,inverse_eta,model_type,shape_exp,shape_med,med_model_L95%,med_model_U95%,shape_med_L95%,shape_med_U95%,shape_eta,scale_ratio_log2_L95%,scale_ratio_log2_U95%,lifespan_ratio_log2_L95%,lifespan_ratio_log2_U95%,shape_ratio_log2_L95%,shape_ratio_log2_U95%,rate_overlap_wt,med_exp_overlap_wt,shape_med_overlap_wt,yield_mean,yield_std
yhbP,93.02109861111111,92.5083431490821,11.807013875859965,1.352461157150323,0.8610529553186905,0.08469542007099275,0.07643724197237504,0.0938458007628586,3084.0090655297927,1869.6259965706981,5087.173548996109,1.1541075428192318,0.8090028025265754,1.6464272017753492,GG,0.0,0.0,0.0,-0.2158261278502136,0.4423795809330878,0.6514132881194501,93.62824166666667,91.19780847222222,2671.3017240242734,GG,7.878461022333296,7.84072519111244,91.25140423854339,93.78385654586441,7.059287717642825,8.657723335008999,7.5243481752226495,-0.363834361798657,-0.06781789390177018,0.4138207583879121,0.451765366743757,0.4955135622710059,0.7899786381338065,0.0,1.0,1.0,,
idnD,83.23629013888888,83.9,9.658416168405912,1.226608187134503,0.7043616508749132,0.10353664436940975,0.08729867362331808,0.12279495532237139,5702.859512502469,2094.259998396748,15529.402578589787,0.8927124060754513,0.6076231758085675,1.3115619543321977,GGM,0.0005612026446734766,0.0003271420072941734,0.00096272689341695,-0.505611731429028,0.2820342674936422,0.8002862169829537,84.23418375,81.83756805555555,6449.631055889413,GGM,8.618006170739145,8.722830333353341,82.4,85.30000000000001,7.294240539909463,10.188674706387925,8.405488948365509,-0.7517215581652379,-0.2595019046928182,0.2575848757957096,0.299227426018177,0.5427487151727319,1.024885439196763,1.0,1.0,1.0,0.2379793500931471,0.003956627343268177
nsrR,124.16579597222223,124.30000000000001,13.572197077535117,1.817251461988304,0.9897828974075062,0.0736800382640489,0.05873621215306585,0.09242591307121505,61975.24139759379,19816.282146756486,193827.0013438774,4.357513933250962,0.5466521105153417,34.734938936897024,GGM,0.0005317674916659981,0.00028726058292729526,0.0009843907657331376,-0.014815980989727747,0.8590175053351667,0.8765740471563148,127.21201444444443,122.41275236111112,14265.292845916847,GGM,9.148540598319423,9.184839528296028,121.30000000000001,126.7,7.152684421191358,11.564033395729652,9.199172999945686,-0.34183956112834624,0.31220759914889085,0.8385035558978409,0.8939846284546006,0.5144757301530788,1.2075637145817442,0.0,1.0,1.0,0.24061086637042625,0.0028056665826995055
sgcQ,111.20706722222222,111.0,5.94056730408127,1.6228070175438596,0.4332291879411551,0.16833409147860057,0.13414124312629339,0.21124275944906293,38047861.53638361,1336636.3176685334,1083046860.5079553,0.43807446833714575,0.25969631413940614,0.7389756009623425,GGM,0.00019225354984300175,8.625120358461645e-05,0.0004285323090126468,-1.2067976500034214,0.6999981715481508,1.9052890963549918,112.02123750000001,109.70336083333333,86686681.33398926,GGM,18.719940626852438,18.756142754759306,108.30000000000001,112.7,14.685708567752235,23.079229611430307,17.911297908179588,-1.5343721576841007,-0.8792231423227417,0.6803574214463323,0.7105219680895116,1.552331909934754,2.204514101678202,1.0,1.0,1.0,0.3043998987995983,0.0052596875238675985
mtlD,116.6388648611111,115.96725313084914,7.571178434067742,1.6954276773515955,0.5521451600245824,0.13207983522093975,0.10927910850706911,0.1596378586018762,1885948.7281750052,209563.1029678997,16972465.8345498,0.5568659792023756,0.3540566418683912,0.8758477659297514,GG,0.0,0.0,0.0,-0.8568804907163264,0.768798281554271,1.6185297346776677,118.08719916666666,114.5106336111111,3386916.8168464997,GG,15.405642051213013,15.355579149095028,113.77767539255284,117.72923864807697,12.593325183924275,18.288122743856142,14.668918077340233,-1.130273096853604,-0.5834878845790481,0.7422312722741133,0.7866022799914387,1.3305783017011357,1.868826025885853,1.0,1.0,1.0,,
ssuA,112.92861430555556,113.2,11.031047686001216,1.654970760233918,0.8044638813978642,0.09065322066090195,0.07947951513003344,0.10339779253495707,22950.077099373157,9218.776682926216,57134.04901570797,0.8085996846569323,0.5842189199443367,1.1191582944448057,GGM,0.0002891872876619506,0.00018464925890814574,0.0004529088707952923,-0.31390044621699503,0.7221607854253271,1.0407061741629793,115.51787972222222,111.99419305555556,28389.055767388993,GGM,10.237342591571416,10.277667193731572,111.80000000000001,114.5,8.988925283602079,11.634213613910706,9.887296886407508,-0.5036756507452749,-0.12412524168871464,0.7101736270312514,0.75486586470754,0.8441395767594306,1.2162927329059314,0.0,1.0,1.0,0.3156607163580246,0.002438331401942394
yeeW,89.3465901388889,91.54341345321032,17.129961195182183,1.338353997853952,1.249240821319167,0.0583772484132218,0.052869733563587845,0.06445848886679617,357.78056035587116,281.34064561319906,454.9891079177781,1.5101509058270373,0.9694843056202064,2.352339016887216,GG,0.0,0.0,0.0,0.3210516180450101,0.3842342729389669,0.09940814472082764,91.34360694444445,88.34364583333334,237.12678920470086,GG,5.21580808741223,5.34591832576713,90.38114729960928,92.82340998762498,4.86170579391989,5.872595897131326,5.1081476858718275,0.1780874627116762,0.4640157733783439,0.3679479740982881,0.4161253617251121,-0.042546469261544526,0.22998930646719828,0.0,1.0,0.0,0.26989764248130926,0.006443441524013629
rarD%202,109.35282333333333,109.0,5.777855465676896,1.593567251461988,0.4213630623655875,0.1730745959189283,0.1416786576108921,0.21142786258441662,253128614.4847412,13959860.40157992,4589880817.412264,1.248044937042724,0.5353449371738292,2.909556169711587,GGM,0.0006953898256663748,0.0004728151222789438,0.0010227401511811718,-1.2468642450835201,0.6757401663208127,1.9191241498619107,110.80455333333333,108.35092222222222,203608876.0546189,GGM,18.92619571101062,18.922672316368505,106.80000000000001,110.10000000000001,15.225866571531654,22.77363020382787,18.765198523747475,-1.5356357770537898,-0.95809271311325,0.6624611300276715,0.694766864950672,1.6044433749300189,2.1852833152119255,1.0,1.0,1.0,,
cstA,79.69762361111111,79.72105273064938,24.741116561896895,1.165512466822359,1.8043013887754817,0.0404185477037068,0.038057619089295336,0.04292593802685701,2473.7099190059143,12.559484904500545,487220.67902605544,72.64444629772561,0.3317513471083682,15907.141369283758,GG,0.0,0.0,0.0,0.8514403451201493,0.2193583094534388,-0.6304759088845151,83.56209277777776,77.65782055555556,34.077984088245486,GG,3.221262201797764,3.2202583440204,78.31763110319599,108.21408321767584,3.0091397999607956,4.558251513135024,3.20360211698606,0.764608169015411,0.9382725212248881,0.18195282123849454,0.2876702267995397,-0.7346579269941499,-0.13552852942070953,-1.0,1.0,0.0,0.3110999000811739,0.009601673725192255
yigL,104.59755319444443,105.4,10.704045910697584,1.54093567251462,0.7806165438762809,0.09342261873153998,0.07755475260888543,0.1125370837642095,19467.759523046167,5335.375333297139,71034.11422284051,0.8481764241930891,0.5504677530966748,1.3068944411547232,GGM,0.0010217492347932887,0.0007626904209446464,0.001368801115277727,-0.35731405625173945,0.6115988007688125,0.9811206930030563,107.63270027777777,102.06062180555554,22983.221180106848,GGM,9.771777332336553,9.876045056639295,103.4,107.0,8.100948917041523,11.709288195541117,9.676069563890556,-0.6258707488535831,-0.08875736364989573,0.5761760336321715,0.6528661519930096,0.6940818495928336,1.225572411758192,0.0,1.0,1.0,0.2989191453644078,0.007545013840687948
hslR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,
fsr,107.95182958333334,108.4,9.945324921013047,1.5847953216374269,0.725285114837657,0.10054975658835875,0.0931420924065358,0.10854655815385952,16021.663278008824,9224.52597709912,27827.30460417871,0.4665555214873133,0.39695264948389103,0.5483627705050307,GGM,1.828746575189557e-05,3.532575593535075e-06,9.467069982558687e-05,-0.463379854376848,0.6571373917068952,1.1276763808448216,109.32307125,106.58986555555555,34251.54812669518,GGM,10.854530187872152,10.906304921659245,107.60000000000001,109.30000000000001,10.104697830273842,11.726085921514068,10.07501624255862,-0.5737842462313352,-0.3529754625223607,0.6388199719305556,0.6753475927961655,1.012945214469899,1.2276405673582238,1.0,1.0,1.0,,
yafX,75.29755944444446,76.42809816901602,10.516669206947686,1.1173698562721641,0.7669516777028283,0.09508714026484397,0.08119254447088944,0.11135953802984767,242.01374119836046,130.80610657406467,447.7669465352008,0.35705620526255893,0.2813879561961831,0.4530724606692599,GG,0.0,0.0,0.0,-0.38279241224995775,0.13742470705764445,0.5428992180257053,78.96538236111111,73.42529416666667,677.4703464332586,GG,7.159829596494317,7.277574069096701,74.31866595947471,78.53496886985829,6.234063670188258,8.406802820082268,6.153980130254421,-0.6106953965715354,-0.15488942792838012,0.10109874273423633,0.20604193095943726,0.3161638290825131,0.747548174774695,0.0,1.0,1.0,0.2297820022917815,0.0029880575307107407
yafV,113.48501486111111,111.16641554321879,21.516533783790173,1.625239993321912,1.56914146096043,0.04647588733615477,0.040802506086266815,0.05293812343575534,608.1004667958852,323.8074559686372,1141.994018053709,2.7604472111619174,1.104876033702559,6.8967635944422945,GG,0.0,0.0,0.0,0.6499754197543832,0.7292515064309004,0.050677351685363574,115.92133777777778,110.93721611111111,220.30905840333605,GG,5.27431676502685,5.167290156104729,109.00266836165062,113.51080860547003,4.532117145276439,5.888709663407169,5.035045607878791,0.4621507749564615,0.8378000645523049,0.696493124779168,0.759895846504648,-0.14382390845368714,0.23394248413479943,-1.0,1.0,0.0,0.27534250356671214,0.010996573858459082
uxaC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.33680217308149946,0.0073229307588124565
yigZ,128.3121213888889,128.8,7.6345152508133225,1.8830409356725146,0.5567641393713215,0.13098408571434417,0.11026259792121593,0.15559973221999937,12360858.25523661,1107157.6299590722,138002767.33106127,0.5385143382407847,0.3664965884022657,0.7912698280634731,GGM,0.0010798526193369963,0.0008442813719462901,0.001381152916830141,-0.8448618032719363,0.9064071625074525,1.7579261665006554,129.42447180555556,127.21651513888888,23142538.088076778,GGM,16.80684590619156,16.930317884812716,126.7,130.4,14.060283384233442,19.829213387577344,16.59067009948651,-1.093309842731116,-0.5964137638127562,0.8940356693466489,0.9188601275590926,1.48954470643659,1.9855464821914663,1.0,1.0,1.0,,
